Date,Open,High,Low,Close,Volume,SMA_7,SMA_21,EMA_12,EMA_26,RSI_14,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Lower,BB_Mid,BB_Width,Volume_SMA_10,Daily_Return,Direction
2019-02-20,40.791941569049854,41.29948893444707,40.74428537587072,40.99209976196289,104457600,40.6676880972726,39.41371681576683,40.34258884704818,39.3659562996825,66.84940287227445,0.976632547365675,1.03248653839203,-0.05585399102635513,42.9608376580139,36.17066449347536,39.56575107574463,0.17161744640053575,96447240.0,0.64356311847793,0
2019-02-21,40.93729152317362,41.07311184292857,40.57986465359283,40.76095962524414,68998800,40.72317450387137,39.62266576857794,40.406953582155246,39.46928987935374,63.88585428455754,0.9376637028015082,1.0135219712739256,-0.07585826847241739,42.90466096931914,36.650924510417184,39.77779273986816,0.1572167792164599,92051280.0,-0.5638650814692503,1
2019-02-22,40.8848794625303,41.22324321911487,40.83722326114031,41.216094970703125,75652800,40.793980189732146,39.846283322288876,40.53143687270108,39.59868284908332,66.98913658628987,0.9327540236177612,0.9973683817426928,-0.06461435812493166,42.75214897342586,37.301978910485275,40.02706394195557,0.1361621244776794,86919880.0,1.1165962471038293,1
2019-02-25,41.49965649848313,41.90712122349979,41.44961512098768,41.516334533691406,87493600,40.931846618652344,40.09798158918108,40.68295958977651,39.74073112201725,68.88837165007894,0.9422284677592572,0.9863403989460058,-0.04411193118674861,42.752258340411174,37.71037860722066,40.23131847381592,0.12532225948478326,86141240.0,0.7284522301341134,1
2019-02-26,41.39242962275724,41.77130135710117,41.26375387105927,41.540164947509766,68280800,41.05201176234654,40.29364449637277,40.81483733712009,39.87402251649818,69.04062343428646,0.9408148206219096,0.9772352832811866,-0.03642046265927701,42.57992183918032,38.32824809795347,40.454084968566896,0.10509874947191199,84571960.0,0.05740009103891719,1
2019-02-27,41.2732773821219,41.699805218546146,41.15889815564964,41.668827056884766,111341600,41.20349393572126,40.51192982991537,40.946220370930035,40.00697100097126,69.89716954553822,0.9392493699587732,0.969638100616704,-0.030388730657930796,42.02519493773516,39.37981185242598,40.70250339508057,0.06499312977463953,86792720.0,0.3097294137796025,0
2019-02-28,41.53776831669921,41.67835534148874,41.20416773449612,41.25897216796875,112861600,41.27906472342355,40.72900190807524,40.99433603201292,40.09971182815626,63.83814214452969,0.8946242038566581,0.9546353212646949,-0.060011117408036774,41.955212579747,39.65485364339753,40.805033111572264,0.05637439210157359,89082800.0,-0.9836007343247188,1
2019-03-01,41.528236712468996,41.735543135571554,41.197021288508566,41.69265365600586,103544800,41.37914385114397,40.847300756545295,41.101769512627214,40.21770751910808,67.08908088607745,0.8840619935191327,0.9405206557155825,-0.056458662196449794,41.957491251160235,39.872768453429615,40.915129852294925,0.05095236909320694,90703000.0,1.0511204357480208,1
2019-03-04,41.86422115680062,42.35508684168328,41.45437136174755,41.902347564697266,109744800,41.54219927106585,40.962140219552175,41.22493536679183,40.342495670633205,68.56081366576291,0.8824396961586274,0.9289044638041916,-0.046464767645564176,41.945335243979855,40.12418913956506,41.03476219177246,0.04438056923307666,91826760.0,0.5029516960506575,0
2019-03-05,41.923789316150554,41.93808580910875,41.590188724744905,41.82609176635742,78949600,41.62934167044504,41.07244455246698,41.317420966725,40.45239167772389,67.38077378145408,0.8650292890011144,0.9161294288435762,-0.051100139842461756,42.04718867741066,40.14174793757958,41.09446830749512,0.04636732918828274,92132600.0,-0.18198454924776009,0
2019-03-06,41.621175199497635,41.81657033812453,41.44722844052762,41.58543395996094,83241600,41.63921301705496,41.11784762427921,41.358653734915144,40.536320735667374,63.657037537637095,0.8223329992477701,0.897370142924415,-0.07503714367664482,42.079178294984686,40.135584964903,41.107381629943845,0.04728088370060309,90011000.0,-0.5753772256342105,0
2019-03-07,41.43054036805001,41.56636432916655,40.98971605951243,41.10409164428711,99185600,41.5769168308803,41.10722496396019,41.319490336356985,40.57837784000958,56.88555601425795,0.7411124963474052,0.8661186136090131,-0.12500611726160793,42.061369124245715,40.12966175954335,41.095515441894534,0.0470053080958098,93029680.0,-1.15747815962981,1
2019-03-08,40.58462987503848,41.239912445241174,40.389234781584264,41.201786041259766,95997600,41.510196685791016,41.10057594662621,41.3013819832651,40.62455622528737,57.865222554755235,0.6768257579777313,0.8282600424827569,-0.1514342845050256,42.06218859410058,40.19317830348242,41.1276834487915,0.04544409346432768,95064160.0,0.23767560129559495,1
